"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date"
"AOS0074","Largo","Pinellas County","FL","Pinellas County Sheriff's Office","Sheriff","The Pinellas County Sheriff's Office has 30 automated license plate readers as of 2018. ","County","Automated License Plate Readers","","https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753","","10 News","","10/1/18","","","","","","","","","",""
"AOS0076","Clearwater","Pinellas County","FL","Clearwater Police Department","Police","The Clearwater Police Deparmtent has four automated license plate readers as of 2018. ","Municipal","Automated License Plate Readers","","https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753","","10 News","","10/1/18","","","","","","","","","",""
"AOS0077","New Port Richey","Pasco County","FL","New Port Richey Police Department","Police","The New Port Richey Police Department has two automated license plate readers as of 2018. ","Municipal","Automated License Plate Readers","","https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753","","10 News","","10/1/18","","","","","","","","","",""
"AOS0078","Sarasota","Sarasota County","FL","Sarasota Police Department","Police","The Sarasota Police Department has two automated license plate readers as of 2018.","Municipal","Automated License Plate Readers","","https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753","","10 News","","10/1/18","","","","","","","","","",""
"AOS0079","Harrisonville","Cass County","MO","Cass County Sheriff's Office","Sheriff","The Cass County Sheriff's Office spent $20,595 on automatic license plate readers  in 2018. ","County","Automated License Plate Readers","ELSAG","https://www.casscounty.com/AgendaCenter/ViewFile/Agenda/_04252018-211","","Cass County Commision","","04/25/18","https://southcasstribune.com/2018/10/21/sheriff-launches-criminal-apprehension-unit/","","South Cass Tribune","","10/21/2018","","","","",""
"AOS0080","Asheboro","Randolph County","NC","Randolph County Sheriff's Office","Sheriff","As of January 2019, the Randolph County Sheriff's Office has four automated license plate readers. ","County","Automated License Plate Readers","","https://www.courier-tribune.com/news/20190110/sheriff-gets-new-positions-dogs-and-equipment","","The Courier-Tribune","","01/10/2019","","","","","","","","","",""
"AOS0081","Seguin","Guadalupe County","TX","Guadalupe County Sheriff's Office","Sheriff","In December 2015, Guadalupe County approved a contract with Vigilant Solutions to provide automated license plate readers to the county sheriff's office and constable offices. ","County","Automated License Plate Readers","Vigilant Solutions","https://www.eff.org/deeplinks/2016/01/no-cost-license-plate-readers-are-turning-texas-police-mobile-debt-collectors-and","","EFF","","1/26/16","https://www.eff.org/document/vigilant-solutions-contract-guadalupe-county","","EFF","","1/27/2015","https://www.eff.org/document/vigilant-solutions-amended-contract-guadalupe-county","","EFF","","8/11/15"
"AOS0082","Seguin","Guadalupe County","TX","Guadalupe County Constables","Constables","In December 2015, Guadalupe County approved a contract with Vigilant Solutions to provide automated license plate readers to the county sheriff's office and constable offices. ","County","Automated License Plate Readers","Vigilant Solutions","https://www.eff.org/deeplinks/2016/01/no-cost-license-plate-readers-are-turning-texas-police-mobile-debt-collectors-and","","EFF","","1/26/16","https://www.eff.org/document/vigilant-solutions-contract-guadalupe-county","","EFF","","1/27/2015","https://www.eff.org/document/vigilant-solutions-amended-contract-guadalupe-county","","EFF","","8/11/15"
"AOS0083","Savannah","Chatham County","GA","Savannah Police Department","Police","The Savannah Police Department first started using Shotspotter gunshot detection systems in 2015 and spends about $135,000 on the program each year.","Municipal","Gunshot Detection","","https://www.globenewswire.com/news-release/2019/03/20/1757697/0/en/ShotSpotter-Detects-More-Than-107-000-Gunfire-Incidents-Across-the-United-States-in-2018.html","","GlobeNewswire","","3/20/2019","http://savannahpd.org/metro-gunshots-to-test-shotspotter-2/","","Police department website","","8/11/2015","https://fox28media.com/news/local/shotspotter-continues-to-help-savannah-police-combat-gun-violence","","Local TV news","","8/6/2018"
"AOS0084","Conroe","Montgomery County","TX","Montgomery County Sheriff's Office","Police","Montgomery County Sheriff's Office deployed 30 body-worn cameras in November of 2018. ","County","Body-worn Cameras","Axon","https://www.timesherald.com/news/montgomery-county-sheriff-s-office-announces-deployment-of-body-cams/article_3125b216-ecff-11e8-9cd9-7fbbe12a18b8.html","","The Times Herald","","11/20/2018","","","","","","","","","",""
"AOS0085","New Caney","Montgomery County","TX","Montgomery County Constables Precinct 4","Constables","More than than half of the Montgomery County Constables Precinct 4 staff use Axon body-worn cameras. ","County","Body-worn Cameras","Axon","https://www.yourconroenews.com/neighborhood/moco/news/article/Montgomery-County-Precinct-4-deputies-get-new-13604079.php","","The Courier of Montgomery County","","02/09/2019","","","","","","","","","",""
"AOS0086","Kingsville","Kleberg County","TX","Kingsville Police Department","Police","In 2017, the Kingsville Police Department received a grant from the Office of the Texas's Governor Criminal Justice Division for the purchase of 35 Coban body-worn cameras and a 30-terabyte server to store footage.","Municipal","Body-worn Cameras","Coban","http://www.kingsvillerecord.com/news/kpd-awarded-grant-for-purchase-of-body-worn-cameras/article_a62c26b6-167e-11e7-a6d1-d30c12e0adca.html","","Kingsville Record and Bishop News","","4/1/2017","http://www.kingsvillerecord.com/news/kpd-will-use-new-body-cameras-soon/article_ce67586c-7160-11e6-866a-9b264200715a.html","","Kingsville Record and Bishop News","","09/03/2016","","","","",""
"AOS0087","Pelham","Westchester County","NY","Pelham Police Department","Police","The Pelham Police Department has used automated license plate readers since at least 2009. In 2018, a local Girl Scout troop fundraised for an additional ALPR system. ","Municipal","Automated License Plate Readers","ELSAG","https://www.aclu.org/sites/default/files/field_document/alprpra_pelhampolicedepartment_pelhamny_1.pdf","","NYCLU","","08/01/2012","https://www.pelhamgov.com/sites/pelhamny/files/minutes/may_22_2018_minutes.pdf","","Village of Pelham","","5/22/2017","","","","",""
"AOS0090","Buffalo","Erie County","NY","Erie County Sheriff's Office","Sheriff","In October 2017, the Erie County Sheriff's Office began a body-worn camera pilot progam with 12 Axon cameras. In 2019, the Erie County legislature approved a 5-year contract with Axon to expand the BWC program for $1.6 million. ","County","Body-worn Cameras","Axon","http://www2.erie.gov/sheriff/index.php?q=press/sheriff-starts-body-worn-camera-trial","","Erie County Sheriff's Office","","10/11/2017","http://www2.erie.gov/purchasing/sites/www2.erie.gov.purchasing/files/uploads/rfps/PROFESSIONAL%20SERVICES%20TO%20ACQUIRE%20AND%20IMPLEMENT%20A%20BODY%20WORN%20CAMERA%20SYSTEM%20RFP%201929VF.pdf","","Erie County Sheriff's Office","","06/19/2019","http://www2.erie.gov/legislature/sites/www2.erie.gov.legislature/files/uploads/Session_Folders/2019/21/19Comm.21E-9.pdf","","Erie Public Safety Committee","","10/21/2019"
"AOS0091","Saginaw","Saginaw County","MI","Saginaw Police Department","Police","Saginaw Police Department began using Shotspotter gunshot detection systems in 2009. ","Municipal","Gunshot Detection","ShotSpotter","https://www.abc12.com/home/headlines/Is-Saginaws-Shotspotter-working-335221041.html","","abc12 news network.","","10/21/2015","https://www.mlive.com/news/saginaw/2009/03/saginaw_police_launch_shotspot.html","","Mlive news.","","4/4/2019","","","","",""
"AOS0092","Westminster","Jefferson County, Adams County","CO","Westminster Police Department","Police","The Westminster Police Department began using ELSAG automated license plate readers in 2009. In 2018 and 2019, the U.S. Bureau of Justice Assistance awarded the department funds for its ALPR program.","Municipal","Automated License Plate Readers","ELSAG","https://www.cityofwestminster.us/Portals/1/Documents/Government%20-%20Documents/City%20Council/AgendaArchive/ag082409.pdf","","Westminster City Council Agenda","","08/24/2009","https://external.ojp.usdoj.gov/SelectorServer/awards/pdf/award/2018-DJ-BX-0020/2018-H3402-CO-DJ/2018","","U.S. Bureau of Justice Assistance","","2018","https://external.ojp.usdoj.gov/SelectorServer/awards/pdf/award/2019-DJ-BX-0632/2019-H4071-CO-DJ/2019","","U.S. Bureau of Justice Assistance","","2019"
"AOS0093","Maryland Heights","St. Louis County","MO","Maryland Heights Police Department","Police","Maryland Heights Police Department officers wear body-worn cameras, according to social media posts as recent as 2019. ","Municipal","Body-worn Cameras","","https://twitter.com/MHPolice/status/1187823682724519936/photo/1","","Maryland Heights Police Department Twitter account","","10/25/2019","https://twitter.com/MHPolice/status/1177782537709596672/photo/2","","Maryland Heights Police Department Twitter account","","9/27/2019","","","","",""
"AOS0094","Bryan","Brazos County","TX","Brazos County Sheriff's Office","Sheriff","As of 2016, the Brazos County Sheriff's Office distribued 49 body-worn cameras among its patrol, courthouse security, crisis intervention team, and jail transport personnel.","County","Body-worn Cameras","Panasonic","https://www.county.org/TAC/media/TACMedia/County%20Magazine/Past%20Issues/2016/CountyMag_JanFeb2016.pdf","","County Magazine ","","2016","https://www.kbtx.com/home/headlines/Brazos-County-Sheriffs-Office-Now-Using-40-Body-Cameras-For-Deputies-252547931.html","","KBTX News and Media","","03/26/14","","","","",""
"AOS0095","Denver","Denver County","CO","Denver Police Department","Police","The Denver Police Department installed 11 automated license plate readers in 2015. ","Municipal","Automated License Plate Readers","","https://www.denverpost.com/2018/10/09/denver-police-license-plate-camera-scan-federal-boulevard/","","The Denver Post","","10/9/18","https://www.thedenverchannel.com/news/local-news/denver-police-will-scan-every-license-plate-at-federal-blvd-and-6th-ave","","The Denver Channel","","10/09/2018","","","","",""
"AOS0096","Bakersfield","Kern County","CA","Bakersfield Police Department","Police","Bakersfield Police Department has been using Shotspotter gunshot detection technology since March 2018. The initial two-year contract was paid for with a $450,000 Project Safe Neighborhood Grant,. ","Municipal","Gunshot Detection","ShotSpotter","https://bakersfieldnow.com/news/local/is-shotspotter-working-in-bakersfield","","Eyewitness News","","11/20/18","https://www.govtech.com/public-safety/Bakersfield-Calif-Approves-Gunshot-Detection-Tech.html","","Government Technology","","01/11/18","https://bakersfieldnow.com/news/local/is-shotspotter-working-in-bakersfield","","FOX Bakersfield Now","","11/20/18"
"AOS0097","Anahuac","Chambers County","TX","Chambers County Sheriff's Office","Sheriff","The Chambers County Sheriff's Office purchased 43 Coban body-worn cameras in 2017. ","County","Body-worn Cameras","Coban","http://baytownsun.com/news/article_e02a2292-36c1-11e7-927b-5f7afdd26019.html?mode=jqm","","The Baytown Sun","","5/12/2017","https://www.facebook.com/457548700999996/photos/a.702705216484342/2517072465047599/?type=3&theater","","Chambers County Sheriff's Office Facebook page","","10/31/2019","","","","",""
"AOS0098","Sparks","Washoe County","NV","Sparks Police Department","Police","The Sparks Police Department began using Axon body-worn cameras in June 2018.","Municipal","Body-worn Cameras","","http://www.sparkspolice.com/use-force-data/public-stats-data/body-worn-cameras/","","Sparks Police Department","","6/11/2018","http://www.sparkspolice.com/wp-content/uploads/2018/06/7.34-Body-Worn-Cameras-June-2018.pdf","","Sparks Police Department","","6/14/2018","","","","",""
"AOS0099","Elko","Elko County","NV","Elko Police Department","Police","Elko Police Department signed a $224,000 contract with Axon for 40 body-worn cameras and video storage in June 2018.","Municipal","Body-worn Cameras","Axon","https://elkodaily.com/news/local/city-to-spend-k-for-police-body-cameras/article_67a28798-9017-535a-9fd6-6663bf846b10.html","","Elko Daily","","06/27/2018","","","","","","","","","",""
